LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
RQVARPKX9Q,18,135319,243715,416,3,4,13.67,12,0.35,Bachelor's,Part-time,Single,No,Yes,Business,No,1
JJBLQ1QCNG,23,90977,217034,808,57,2,10.97,36,0.59,PhD,Part-time,Married,No,Yes,Business,Yes,1
RJ6BKCKUG5,24,69270,165289,554,33,2,15.24,48,0.5,Master's,Unemployed,Single,No,Yes,Auto,No,1
MPYU1MTUVK,56,25618,241534,837,42,1,5.53,24,0.52,PhD,Unemployed,Single,Yes,No,Home,Yes,1
VF0F4UXDYA,50,47109,43701,736,68,4,10.49,48,0.78,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,1
8ULS0NZGC4,21,79099,149808,385,113,1,21.37,24,0.68,Master's,Part-time,Married,Yes,Yes,Auto,No,1
4JDWJRZYD5,30,34594,212384,568,27,1,21.66,12,0.52,PhD,Unemployed,Single,No,No,Other,Yes,1
MNSY1X6FFJ,42,124675,246102,660,98,3,18.43,36,0.29,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,1
46JYXT7RET,18,42469,176965,746,39,4,15.42,36,0.57,High School,Full-time,Married,No,No,Business,Yes,1
ZMWS0159V1,46,28001,238346,334,77,3,18.2,36,0.44,High School,Full-time,Married,No,Yes,Education,Yes,1
W4WVDW561G,19,51030,51560,660,3,4,5.13,24,0.46,High School,Unemployed,Married,Yes,No,Education,Yes,1
H1SP6X8SXM,44,35289,78159,599,57,4,16.77,24,0.79,Bachelor's,Unemployed,Single,No,Yes,Education,Yes,1
U6L96RU7D8,37,94091,121695,355,8,1,8.6,36,0.36,Bachelor's,Full-time,Married,No,No,Business,Yes,1
IB9T14Q7P2,47,31078,166749,529,20,4,16.34,12,0.2,Master's,Self-employed,Single,No,Yes,Home,No,1
6INYOA5EEF,19,51380,207981,402,6,1,5.54,24,0.85,Master's,Unemployed,Single,No,Yes,Business,No,1
MYT5LMDJRS,23,36614,129503,420,6,1,4.36,12,0.35,Bachelor's,Self-employed,Divorced,No,No,Education,No,1
GN0WGVLW72,43,71037,246615,524,79,3,12.8,60,0.25,High School,Part-time,Married,Yes,No,Business,Yes,1
GO6U499WYL,22,96031,155889,761,23,1,11.54,60,0.53,Master's,Part-time,Single,Yes,Yes,Education,Yes,1
U1SCQBDWF1,52,69232,71498,430,29,4,14.02,12,0.19,Master's,Unemployed,Married,Yes,No,Auto,No,1
6PV91KQHK9,23,37185,229489,390,114,2,19.66,60,0.37,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,1
661RL3VW0A,30,90576,118748,596,111,4,23.31,48,0.49,Master's,Full-time,Single,Yes,No,Education,No,1
FSPWYK2940,39,60854,14591,644,42,4,7.51,12,0.68,PhD,Self-employed,Married,No,No,Other,Yes,1
0VQG5559R6,20,85942,70282,806,34,3,10.75,60,0.19,Bachelor's,Unemployed,Married,Yes,No,Other,No,1
OXYQ1IFIYW,60,50372,218523,543,67,1,22.54,36,0.75,PhD,Part-time,Divorced,Yes,No,Auto,No,1
8CHSPMIQ5V,38,82197,196113,626,94,4,5.77,36,0.54,Bachelor's,Self-employed,Married,No,Yes,Business,No,1
JEGGQLL2Z8,27,97396,174588,708,10,1,24.85,24,0.55,High School,Self-employed,Single,No,Yes,Other,Yes,1
6U3OQPBBZ2,44,31705,94999,492,89,3,23.55,24,0.31,PhD,Unemployed,Divorced,No,No,Business,No,1
5FNMCEZF9U,31,59541,17499,364,8,4,24.03,24,0.33,PhD,Full-time,Single,Yes,No,Home,Yes,1
VFL5PB3U5D,36,18459,205677,356,53,1,23.64,24,0.4,Bachelor's,Unemployed,Married,Yes,No,Other,No,1
UNRRYQ5IDW,43,108335,192752,311,39,2,18.69,36,0.43,PhD,Unemployed,Married,No,No,Home,Yes,1
3LOQB309F4,26,28191,192008,587,89,4,13.26,24,0.45,Master's,Part-time,Divorced,No,Yes,Other,No,1
F8MOBY3L3C,20,103108,8624,655,9,4,8.48,48,0.88,Master's,Full-time,Single,Yes,Yes,Auto,No,1
H93ITEG551,42,147328,246184,546,65,1,19.68,36,0.49,PhD,Part-time,Married,Yes,Yes,Home,No,1
89S4ENR1QP,40,75989,212406,441,28,4,24.28,24,0.3,Master's,Part-time,Married,No,Yes,Auto,No,1
DCTLSUR63C,57,144144,203054,528,57,4,6.39,12,0.41,High School,Self-employed,Single,No,Yes,Business,Yes,1
A0UK8NBU9W,21,53730,172807,363,20,3,3.53,60,0.43,High School,Part-time,Divorced,No,Yes,Auto,Yes,1
E0AN5MPSY7,32,50276,239014,467,32,4,19.29,60,0.76,PhD,Unemployed,Single,Yes,No,Business,No,1
OBQYDAUEAV,18,100130,41935,652,115,1,17.64,12,0.16,Master's,Part-time,Married,Yes,Yes,Home,No,1
LBNYR3NXXO,22,15097,188567,422,24,2,15.82,60,0.5,Master's,Part-time,Divorced,No,Yes,Business,Yes,1
LROWYUQYFA,27,148423,204193,510,29,2,23.68,24,0.87,Master's,Unemployed,Divorced,No,No,Business,No,1
EH93FCRJH2,57,111350,160791,820,14,2,3.9,60,0.58,High School,Part-time,Single,No,Yes,Business,Yes,1
27R0KU4Z3B,68,141790,235067,634,0,3,12.98,36,0.79,PhD,Self-employed,Married,No,Yes,Auto,No,1
W3DWTLPKWR,25,73399,67791,413,36,2,20.62,24,0.2,Bachelor's,Full-time,Single,Yes,No,Other,No,1
INSOIBRKPM,58,77747,80107,304,29,2,23.6,12,0.86,High School,Self-employed,Married,No,Yes,Other,No,1
YQLF5JFP24,19,136339,149222,611,29,4,15.44,24,0.5,Master's,Part-time,Divorced,No,No,Other,Yes,1
EU1IZ3HDY6,33,98767,224940,412,7,3,11.92,12,0.56,High School,Part-time,Single,Yes,No,Education,No,1
0KS0XNOERD,26,68009,90551,605,9,2,15.31,36,0.87,High School,Full-time,Married,No,No,Business,No,1
4YTFMBW3IC,19,138958,144612,307,105,2,13.3,60,0.43,PhD,Self-employed,Married,Yes,Yes,Education,No,1
RK6I03U9BQ,34,99638,202652,521,56,4,8.81,24,0.46,Master's,Self-employed,Divorced,Yes,Yes,Business,No,1
OJEGGMK7YF,40,115328,124647,748,73,2,9.77,48,0.32,Master's,Unemployed,Married,Yes,No,Business,No,1
EIW54N1YQT,27,53135,179387,763,21,4,18.09,48,0.68,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1
692CEAW6O4,29,94415,159414,400,52,1,24.41,48,0.57,PhD,Self-employed,Single,No,Yes,Other,Yes,1
K11WCUHNPM,35,118375,248540,718,116,3,18.28,48,0.79,PhD,Part-time,Single,Yes,Yes,Auto,Yes,1
RTNSYBGV3Q,26,26156,156473,382,45,1,13.81,12,0.71,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,1
3KX7O0JTL3,27,38318,11673,330,0,3,24.63,48,0.35,Bachelor's,Full-time,Single,No,Yes,Education,Yes,1
JLIX4DE70Z,32,123367,40606,300,45,4,24.69,24,0.24,Bachelor's,Self-employed,Single,Yes,No,Home,No,1
U0XLVZU3QR,36,16743,197434,637,115,1,16.7,12,0.67,Bachelor's,Part-time,Married,No,No,Business,No,1
WOKOQUPO4Z,52,43448,74091,794,27,4,8.59,24,0.76,Master's,Full-time,Single,No,No,Auto,No,1
Q8CORAJC2E,39,144591,19299,481,16,1,20.88,48,0.64,Bachelor's,Unemployed,Married,No,Yes,Other,Yes,1
GFTDSOJ5TD,28,17774,144866,322,43,2,15.69,12,0.35,PhD,Full-time,Divorced,No,No,Other,Yes,1
PZQW30S2RP,63,22094,179176,339,7,1,3.95,12,0.87,High School,Full-time,Single,No,No,Other,Yes,1
XH4MH44PJ9,33,76222,138558,834,22,4,23.93,48,0.36,PhD,Unemployed,Single,Yes,Yes,Auto,No,1
YOCT8IFBT7,35,149290,220297,710,77,4,8.18,24,0.1,PhD,Part-time,Married,No,No,Auto,Yes,1
BA21GHPWDI,43,32947,210695,377,35,2,14.0,60,0.16,Master's,Full-time,Married,Yes,Yes,Education,No,1
9Q36AQZ7KR,21,83357,49289,362,46,3,20.14,12,0.25,High School,Part-time,Married,Yes,Yes,Business,Yes,1
IYOSS1T9IP,48,92683,16926,348,0,1,12.85,48,0.53,PhD,Full-time,Single,No,No,Education,Yes,1
HAJ01U3XVA,20,105051,84583,595,47,4,18.82,48,0.4,Master's,Unemployed,Divorced,No,No,Education,No,1
L5S6HJZI5U,25,88479,86695,551,25,3,6.69,36,0.89,High School,Self-employed,Divorced,Yes,Yes,Other,No,1
AB3ROLD069,46,20606,121626,605,41,2,13.86,36,0.33,Master's,Unemployed,Single,Yes,No,Home,No,1
E45NS4B4A7,35,22351,248605,570,111,4,2.6,24,0.89,Bachelor's,Unemployed,Single,No,No,Home,Yes,1
QKX4OG5OJ0,27,39830,162308,654,77,4,12.97,48,0.48,High School,Full-time,Divorced,Yes,Yes,Business,No,1
XG6ZEUGKDU,27,38592,244197,329,48,3,7.96,48,0.32,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,1
Q4J3RBLVOV,59,140068,116055,403,33,2,19.19,12,0.61,High School,Unemployed,Divorced,No,No,Education,Yes,1
D2212WOPLD,24,65743,203747,443,48,1,12.77,60,0.79,PhD,Self-employed,Single,Yes,No,Auto,Yes,1
01RI9O7UGV,48,74903,56099,686,61,4,2.71,48,0.23,Master's,Part-time,Single,No,No,Business,No,1
9GZDVD63IF,42,121847,23691,341,56,4,17.92,48,0.17,PhD,Self-employed,Single,No,No,Other,No,1
JSAMNMGMQ0,32,101030,14944,342,4,3,22.51,60,0.4,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,1
Q5I7BIP734,55,98325,229218,728,8,3,8.72,36,0.87,High School,Part-time,Married,No,Yes,Auto,Yes,1
SO56EULWXS,43,56372,217982,307,34,3,5.69,48,0.45,High School,Self-employed,Divorced,No,Yes,Business,No,1
ZF0VBFTH4K,28,120414,238321,667,5,2,10.02,12,0.29,Master's,Unemployed,Divorced,No,No,Education,Yes,1
11NAMYGM8Y,58,82966,125809,600,38,2,19.42,12,0.3,Master's,Unemployed,Married,Yes,Yes,Other,Yes,1
QX04FZVHMA,50,108781,219975,389,5,4,17.76,60,0.85,PhD,Self-employed,Married,No,Yes,Auto,No,1
PTA7G0BYX5,46,45007,160049,753,45,3,17.35,12,0.53,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,1
A6UL1B65PU,44,23043,190386,548,21,3,8.25,24,0.28,Master's,Self-employed,Married,No,Yes,Home,No,1
1WY41SJX2O,28,85621,233583,534,94,1,2.62,12,0.27,PhD,Self-employed,Married,Yes,No,Other,No,1
IHAAS03ZJ8,28,45978,73454,437,55,4,10.29,48,0.58,High School,Part-time,Single,No,No,Education,No,1
G07WN6IEOW,23,85387,128872,568,35,4,15.0,36,0.53,Bachelor's,Unemployed,Single,No,No,Education,No,1
LDDD3HQ1QF,65,61690,208998,539,25,1,23.44,36,0.16,PhD,Unemployed,Married,No,Yes,Home,No,1
06PGK9E75Y,56,50350,97808,491,36,3,3.18,48,0.66,Master's,Self-employed,Divorced,No,Yes,Education,No,1
M8MVI3YZSN,24,142466,75489,302,0,3,11.51,48,0.12,High School,Self-employed,Married,No,No,Education,Yes,1
GA770MP8O7,28,132351,84032,771,3,1,10.36,60,0.44,PhD,Full-time,Single,Yes,Yes,Auto,No,1
9HOLNRQZOV,44,144027,93898,600,0,3,19.21,60,0.36,PhD,Full-time,Married,Yes,No,Business,No,1
FODK9GWGBP,54,121707,208193,425,17,3,17.77,12,0.22,High School,Self-employed,Married,Yes,No,Business,No,1
GIPIJOMLOI,22,16574,154369,544,61,2,6.42,36,0.55,Bachelor's,Part-time,Married,No,No,Other,No,1
13FXXFHCI5,55,58732,189327,338,73,1,12.8,12,0.85,High School,Unemployed,Divorced,No,No,Other,No,1
J5M5ROQ6G4,47,30901,212380,520,39,4,16.66,24,0.86,Master's,Self-employed,Married,No,No,Home,No,1
OB4ZKRDN2C,67,55308,162641,429,43,4,12.43,60,0.35,PhD,Self-employed,Divorced,Yes,No,Home,No,1
PDUXCH2S0T,23,15493,101370,652,117,2,15.19,60,0.8,High School,Self-employed,Married,No,No,Education,No,1
LR7DSQITNZ,31,95169,49346,438,111,1,20.81,60,0.38,High School,Self-employed,Single,Yes,No,Other,No,1
WZ6NVI934V,33,145311,109679,324,10,1,5.72,24,0.24,PhD,Part-time,Single,No,No,Auto,No,1
7F0RI5KUVV,47,54839,26688,334,104,4,18.44,12,0.7,High School,Full-time,Single,No,Yes,Other,Yes,1
T9AWGBLLS1,27,72030,115667,443,28,3,12.27,36,0.74,Bachelor's,Part-time,Single,No,No,Other,Yes,1
CZMMJSE0KI,28,60304,56170,532,4,1,3.96,48,0.18,High School,Unemployed,Single,No,No,Auto,No,1
AWKM2QDTMH,21,100695,215333,497,17,2,19.17,24,0.65,Bachelor's,Part-time,Single,No,Yes,Home,Yes,1
GBKFK1J6KD,48,50726,136622,580,52,3,14.33,24,0.82,Master's,Full-time,Married,No,Yes,Business,Yes,1
IGQ6LH7CSG,40,44400,234564,553,32,1,7.1,12,0.49,High School,Unemployed,Divorced,No,Yes,Auto,No,1
SBNG7K2ZN0,46,141533,165630,302,2,2,24.19,60,0.33,PhD,Self-employed,Single,No,Yes,Other,Yes,1
XFPHI3ATPE,36,19761,7411,447,21,3,22.68,48,0.55,Master's,Part-time,Married,Yes,Yes,Education,No,1
CWLBCT9NCE,35,31271,241030,481,74,2,18.0,60,0.69,PhD,Full-time,Divorced,No,Yes,Education,No,1
7ODMLJ379R,46,29404,209040,756,74,1,21.57,12,0.27,Master's,Full-time,Divorced,No,No,Business,No,1
7JT2Z8PPQ6,22,22677,128152,526,66,3,10.28,12,0.88,PhD,Part-time,Divorced,Yes,No,Education,No,1
BTIIDMX6IH,60,31101,224359,401,97,4,13.24,24,0.23,Bachelor's,Unemployed,Married,Yes,No,Education,Yes,1
47L50JPRMY,43,52816,128263,505,30,3,16.89,12,0.13,High School,Unemployed,Divorced,Yes,Yes,Business,No,1
M144ZJQZXT,32,112550,194765,757,0,2,9.13,48,0.9,PhD,Self-employed,Single,No,No,Education,Yes,1
AZUXNBUC7W,19,99656,117734,620,70,1,12.24,36,0.71,PhD,Part-time,Single,Yes,No,Education,No,1
2WN76BMJ2K,21,49035,112695,734,68,1,20.0,36,0.75,High School,Unemployed,Married,No,Yes,Auto,No,1
627QCWVMYK,22,142957,36578,662,31,3,22.84,12,0.54,Master's,Part-time,Married,No,Yes,Auto,No,1
CGYDWAQEHU,40,77953,133462,321,21,4,20.21,60,0.81,Master's,Full-time,Single,No,Yes,Business,No,1
ZMQPCQD669,20,61375,10674,463,24,1,7.82,36,0.34,Master's,Part-time,Single,No,No,Auto,No,1
PNPG18DRML,52,18405,196042,540,20,3,7.83,12,0.26,Bachelor's,Unemployed,Single,No,Yes,Education,Yes,1
YAAMX6N7YO,25,15498,192042,657,96,3,8.3,36,0.43,Master's,Self-employed,Single,Yes,Yes,Auto,No,1
N3RQKTSWW4,18,23128,77483,579,36,2,16.94,48,0.75,High School,Full-time,Married,Yes,No,Auto,Yes,1
ROIUD458NP,45,23280,228746,406,5,4,16.22,36,0.44,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,1
PH97W9BSLA,35,57626,179299,357,76,4,23.66,36,0.68,PhD,Self-employed,Married,No,No,Home,No,1
UW3WADQWIN,32,16602,208577,563,51,1,23.98,36,0.2,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,1
ZOE5KV9DB0,29,129758,89246,434,60,1,15.27,48,0.79,PhD,Full-time,Single,No,No,Auto,Yes,1
RRS9QQM70H,18,50119,170906,617,13,3,8.19,36,0.73,High School,Unemployed,Married,Yes,Yes,Auto,No,1
5XVVQ4L4KL,43,26089,189869,689,5,3,6.85,48,0.21,PhD,Full-time,Single,No,No,Education,Yes,1
HF8H6Y2E0C,21,17936,98080,664,17,2,18.14,24,0.45,Bachelor's,Self-employed,Single,No,Yes,Education,No,1
KTREBSA206,36,43096,102031,692,111,3,17.88,24,0.16,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,1
P4JHUOWX0Z,25,63805,147958,782,12,3,4.92,36,0.45,High School,Unemployed,Divorced,Yes,Yes,Auto,No,1
6GQXOWK23F,18,75312,229698,817,22,4,21.66,36,0.57,PhD,Full-time,Divorced,Yes,Yes,Business,No,1
E7JJ59U7CE,23,20137,12894,464,77,4,24.42,36,0.51,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,1
VVBC7EJFON,45,18282,237856,782,103,2,21.51,60,0.44,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
R39H0AOQLL,26,16467,42675,415,26,3,12.94,12,0.84,High School,Full-time,Divorced,Yes,No,Other,Yes,1
PEE34YJ06Z,30,72230,171800,630,48,1,18.11,24,0.12,High School,Self-employed,Divorced,No,Yes,Education,No,1
3IWXYY5NCJ,28,123744,95136,683,28,4,19.52,24,0.48,High School,Self-employed,Single,Yes,No,Education,Yes,1
H5FNVF5U53,18,146315,122696,392,38,3,23.91,24,0.35,Master's,Unemployed,Married,Yes,No,Business,No,1
G3PSU9UEKV,50,36537,188204,713,44,2,24.11,24,0.15,PhD,Part-time,Married,Yes,Yes,Other,No,1
O4ZH5PBSVD,62,25829,15921,767,64,2,23.9,12,0.38,High School,Part-time,Divorced,Yes,No,Other,Yes,1
W2UBP55G9B,59,95744,86427,822,119,3,4.7,24,0.74,Master's,Self-employed,Single,Yes,No,Auto,No,1
TSHWVXCIQ4,18,80944,213220,837,24,3,4.74,12,0.42,High School,Unemployed,Divorced,No,Yes,Business,No,1
NTASSZZAYB,40,89096,203358,845,96,1,23.9,24,0.73,Master's,Self-employed,Married,Yes,No,Education,No,1
8EZLOQ791B,29,141965,197148,832,34,1,9.68,48,0.66,High School,Part-time,Single,No,Yes,Home,No,1
3JNAKGLGRJ,20,138366,72606,501,37,1,5.58,12,0.32,High School,Part-time,Single,Yes,No,Auto,No,1
YE8MOFC91B,46,137221,220685,426,60,3,4.55,36,0.73,PhD,Unemployed,Divorced,Yes,Yes,Other,No,1
5A07CFFV20,20,73556,55271,669,104,1,5.37,48,0.59,PhD,Full-time,Married,Yes,No,Education,Yes,1
DE7TF8X4O0,27,29051,125706,631,58,4,11.27,36,0.16,Bachelor's,Self-employed,Single,Yes,No,Education,No,1
IJSMDUAS0M,33,137758,93173,409,27,1,18.03,48,0.68,PhD,Full-time,Single,Yes,Yes,Auto,Yes,1
AI4BVB6S5T,46,78916,149668,685,9,2,9.18,60,0.18,Master's,Unemployed,Single,Yes,No,Education,Yes,1
U1UJPT94ZV,45,140347,81971,734,30,4,12.61,24,0.27,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,1
FIJA579RWF,19,59956,32533,545,88,2,11.18,60,0.69,PhD,Part-time,Single,Yes,Yes,Other,Yes,1
FEV1HGN25L,52,122652,86072,539,30,1,18.08,12,0.76,Master's,Unemployed,Divorced,Yes,No,Auto,Yes,1
8XI2LOV9ME,38,24431,243096,700,37,1,17.66,36,0.33,Master's,Part-time,Married,Yes,Yes,Business,Yes,1
X0SHDTBTQE,67,16863,242733,513,58,4,22.75,48,0.89,PhD,Unemployed,Married,No,Yes,Home,No,1
JQ5OE2R9I6,29,110772,190384,301,28,3,17.68,36,0.83,High School,Unemployed,Divorced,Yes,No,Auto,No,1
ZZ3HOBOR89,42,70495,242254,421,67,4,8.26,48,0.25,High School,Self-employed,Single,No,No,Education,Yes,1
OSKLI1LFR5,58,116648,98500,673,15,3,22.08,24,0.35,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
SJCC97WYUL,27,39928,244773,434,31,1,23.12,12,0.17,High School,Unemployed,Divorced,No,Yes,Home,Yes,1
RRS9QQM70H,18,50119,170906,617,13,3,8.19,36,0.73,High School,Unemployed,Married,Yes,Yes,Auto,No,1
4RQ8FYKDVX,60,132943,174274,366,63,4,17.46,12,0.77,PhD,Full-time,Divorced,No,Yes,Other,No,1
IJY3Z9I4TD,44,123263,152963,633,11,3,23.24,60,0.61,Bachelor's,Self-employed,Single,No,No,Other,No,1
5DMN1ZNHQ3,33,22397,212763,810,26,1,18.14,12,0.37,Master's,Unemployed,Single,Yes,No,Home,Yes,1
D93B0V8JX6,47,104866,24182,580,16,4,15.76,60,0.27,High School,Part-time,Single,No,No,Home,No,1
4SSQ1HKF1A,67,66404,12293,503,60,3,16.54,12,0.82,High School,Unemployed,Married,No,Yes,Business,Yes,1
Z5SM8ARVN8,32,62823,180906,768,6,3,13.68,36,0.16,Bachelor's,Unemployed,Single,No,Yes,Other,No,1
E30543XYCP,50,78448,222243,504,31,1,8.07,48,0.26,Bachelor's,Full-time,Divorced,No,No,Other,No,1
RJ4FN81GZC,65,67286,170491,696,70,2,19.9,48,0.18,Bachelor's,Part-time,Divorced,No,No,Education,No,1
YB11GV1JUU,51,129879,205303,722,70,3,24.39,24,0.52,Master's,Full-time,Divorced,Yes,No,Business,No,1
FJVE7YOZ8J,37,26970,114350,559,21,1,24.49,12,0.76,Master's,Unemployed,Divorced,No,No,Auto,No,1
C4ZQO5ZZLQ,46,105911,166142,311,75,4,24.44,36,0.4,PhD,Part-time,Divorced,No,Yes,Education,Yes,1
IB3XMVPJYE,18,108821,86679,301,52,4,23.4,36,0.55,High School,Part-time,Married,Yes,No,Education,Yes,1
29A5UBJK4I,33,57632,249028,401,8,4,19.5,12,0.27,Master's,Self-employed,Divorced,Yes,Yes,Business,No,1
NEYSD94VNZ,33,136111,242104,411,31,4,19.44,12,0.77,Master's,Part-time,Single,Yes,No,Other,Yes,1
WLILWE051P,26,30748,244499,704,96,4,13.71,12,0.21,PhD,Self-employed,Divorced,No,No,Business,Yes,1
R35IO2FN0Z,21,81180,173983,596,11,3,16.37,12,0.51,Master's,Part-time,Single,No,No,Business,Yes,1
7A4F1L91QM,18,138455,130971,387,92,2,21.6,36,0.53,Master's,Part-time,Married,No,No,Auto,Yes,1
WAU2LP5H04,28,44174,248453,504,89,4,18.63,60,0.27,Master's,Self-employed,Divorced,No,No,Auto,Yes,1
AKMG1L1A8R,18,28425,115499,774,15,4,9.66,60,0.59,PhD,Part-time,Married,No,No,Home,Yes,1
4B86B6T67Q,21,99803,226252,523,87,1,15.61,24,0.34,Bachelor's,Part-time,Married,Yes,No,Business,No,1
ZLTALHRLL6,35,56024,64936,553,45,1,10.35,36,0.33,PhD,Self-employed,Single,No,No,Business,No,1
BLCZ8CT870,24,133644,223768,843,77,1,17.4,60,0.42,PhD,Part-time,Divorced,Yes,No,Other,No,1
0P4O5UPS7H,22,45448,5072,717,36,3,24.4,24,0.28,Bachelor's,Part-time,Single,No,No,Auto,No,1
3L4W1VRUFH,50,51309,235403,431,85,1,19.09,36,0.45,PhD,Part-time,Married,Yes,No,Home,No,1
J6974DPIQ1,29,121567,31529,598,62,4,8.26,24,0.9,High School,Unemployed,Married,Yes,Yes,Other,Yes,1
U0S8HHUPV9,39,39158,119021,757,45,1,18.2,36,0.71,Bachelor's,Full-time,Single,No,Yes,Education,No,1
XZM3YNYTEY,26,117501,247565,665,85,3,15.25,24,0.21,PhD,Part-time,Divorced,Yes,No,Auto,Yes,1
RCUOIKRODP,50,145156,130635,469,42,4,19.29,60,0.21,High School,Full-time,Divorced,No,No,Business,Yes,1
IXCLBEAHSM,33,53953,46912,533,72,2,2.74,12,0.46,High School,Unemployed,Divorced,No,Yes,Auto,Yes,1
9D8FANF9V9,44,146516,226517,589,4,2,23.16,24,0.29,Master's,Part-time,Divorced,No,Yes,Education,No,1
KX4BILALS7,67,20397,111276,484,31,3,13.39,60,0.42,Master's,Part-time,Divorced,Yes,No,Other,No,1
SLIH8DBHM1,23,16708,97113,545,33,2,22.1,12,0.58,PhD,Unemployed,Single,No,No,Other,No,1
XIK6UO5FEV,31,127735,70869,746,90,4,23.15,24,0.8,PhD,Part-time,Divorced,Yes,No,Home,No,1
XIPFKV497I,30,58762,201663,697,35,2,16.89,48,0.48,High School,Unemployed,Single,Yes,Yes,Education,No,1
K71Z1FTXR1,57,125271,115568,726,1,1,10.41,60,0.62,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,1
3F5VS2KWCU,52,104643,27231,683,119,2,16.57,48,0.65,High School,Part-time,Married,No,No,Education,Yes,1
1DCOYLWZ0H,61,51066,159615,318,104,1,16.98,12,0.34,Bachelor's,Full-time,Single,No,Yes,Education,Yes,1
6VYGA4EV22,42,125751,175500,528,94,3,19.37,36,0.43,PhD,Full-time,Married,Yes,No,Auto,No,1
SV58CRSHH1,46,57684,197637,341,115,4,16.49,36,0.3,High School,Self-employed,Single,Yes,No,Other,Yes,1
O7BZ9SMWE1,33,50481,79116,765,12,1,11.83,12,0.88,High School,Part-time,Single,No,Yes,Auto,No,1
GFEMNZEL4T,36,52693,119535,599,34,1,24.8,60,0.18,Master's,Self-employed,Single,Yes,Yes,Business,No,1
TC7IO6U8BI,25,28292,165291,593,98,2,21.48,60,0.31,High School,Self-employed,Married,Yes,No,Education,No,1
41BIYS2EMO,49,86031,28086,620,65,2,21.84,12,0.25,Bachelor's,Unemployed,Divorced,No,Yes,Auto,No,1
8KS1UN0BIR,53,33174,92178,321,44,2,22.68,36,0.14,High School,Full-time,Married,Yes,Yes,Other,No,1
5KM0B6G21B,23,60992,135419,603,30,4,5.82,60,0.87,Master's,Full-time,Divorced,Yes,No,Other,Yes,1
A4MCVYC0XI,64,79739,165397,519,38,4,12.04,12,0.19,Master's,Self-employed,Divorced,Yes,Yes,Other,No,1
HQULKRGPQ1,30,135820,159432,351,83,4,24.25,12,0.82,High School,Part-time,Divorced,No,No,Auto,No,1
K60YOE84LR,21,34070,118620,390,110,3,20.34,60,0.47,PhD,Part-time,Single,Yes,Yes,Home,No,1
5XKT3598ZZ,20,126765,112225,322,39,4,22.3,24,0.57,High School,Self-employed,Single,No,Yes,Auto,Yes,1
UWE39I9G0C,27,18347,167617,403,49,4,24.69,48,0.87,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,1
TA5XQQAAM0,31,59555,166260,326,6,1,21.68,24,0.41,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,1
7AFT6C2O6A,45,145665,200651,642,114,3,2.3,12,0.32,High School,Part-time,Married,No,No,Other,Yes,1
CNY9ISPADK,42,56568,161596,447,18,3,3.26,12,0.39,PhD,Part-time,Single,No,No,Education,Yes,1
NAP1VFUX4Q,29,59650,206097,358,41,3,23.77,48,0.28,Master's,Full-time,Divorced,No,No,Education,No,1
2HG4YEHMYZ,64,31132,177622,762,17,4,18.3,36,0.26,Bachelor's,Self-employed,Married,Yes,Yes,Other,Yes,1
ROPTKKK2UD,29,79740,249296,567,14,2,7.04,24,0.86,Bachelor's,Self-employed,Married,Yes,Yes,Business,No,1
19O4VPQFQ6,26,22052,243989,490,80,4,17.11,24,0.5,PhD,Part-time,Single,Yes,Yes,Business,Yes,1
BNJHL3SFNE,22,25819,230297,442,16,3,14.45,12,0.56,PhD,Unemployed,Divorced,Yes,No,Education,Yes,1
QSVFNFIG7W,23,108554,209526,431,97,3,17.66,24,0.26,High School,Self-employed,Married,Yes,No,Home,No,1
WK90Z9UR1A,40,137520,53679,676,40,3,15.91,12,0.5,Bachelor's,Self-employed,Divorced,No,No,Auto,No,1
VSDS1RC8B7,19,82718,27081,373,52,3,9.46,12,0.15,High School,Self-employed,Divorced,No,No,Education,No,1
Z1S036Z0K4,23,64964,125497,705,99,3,19.93,36,0.74,High School,Self-employed,Divorced,Yes,No,Education,Yes,1
XBY0DLGLN6,21,64293,180591,642,1,4,16.15,24,0.89,Bachelor's,Self-employed,Single,No,Yes,Auto,No,1
